name,address,state,activity_type,installed_capacity_mta,status,source
Oasia Eco E-Waste Recyclers,"E-160, Industrial Area, Khalilabad, Sant Kabairnagar",Uttar Pradesh,E-waste recycler/dismantler,3000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sims Recycling Solutions,"Plot No. 1, Udyog Kendrall Ecotech-III, Greater Noida",Uttar Pradesh,E-waste recycler/dismantler,1250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
J.A.O. E-Waste Recycling Co,"Vill-Jaitpur, Distt-Moradabad",Uttar Pradesh,E-waste recycler/dismantler,720,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
HIN Green E-Waste Recycling Co.,"Vill-Jaitpur, Distt-Moradabad",Uttar Pradesh,E-waste recycler/dismantler,750,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S.R. Metcast India (P) Ltd,"11.8 Km. Agra Mathura Road, Agra",Uttar Pradesh,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
K.M. Metals Suppliers,"9/270,271, Mathura Agra",Uttar Pradesh,E-waste recycler/dismantler,5000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Prakash Metal House,"39/223, Karwan Lohamandi, Agra",Uttar Pradesh,E-waste recycler/dismantler,1500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Shree MahaveerJi Trading Company,"30/127, Chippitala, Agra",Uttar Pradesh,E-waste recycler/dismantler,375,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
E-Waste Recyclers India,"E-50, UPSIDC Industrial Area, 98Km Stone, NH-2, Kosi Kotwan, Mathura",Uttar Pradesh,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
E-Waste Recyclers Industries,"K40, UPSIDC Industrial area, NH-2 Kosikalan, Mahura",Uttar Pradesh,E-waste recycler/dismantler,150,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Supar Trading Company,"Plot No.-3 Govt. Industrial Estate, Talkatora Road, Lucknow",Uttar Pradesh,E-waste recycler/dismantler,365,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
V. R. Techno Enviro Services Pvt. Ltd.,"Khasra No. 440, Indira Priyedarshni Ward Jarhra Indira Nagar Lucknow",Uttar Pradesh,E-waste recycler/dismantler,365,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Greenzon Recycling Pvt. Ltd.,"R 30, UPSIDC, Industrial Area, Sikandrabad, Bulandshahar",Uttar Pradesh,E-waste recycler/dismantler,6022,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sachin Enterprises,"123/751, block-T 74 Pratapganj Gadariyan Purwa, Fazalgang, Kanpur",Uttar Pradesh,E-waste recycler/dismantler,2500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Greeniva Recycler Pvt. ltd.,"Plot No. G-284, M.G. Road, Industrial Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,780,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S. Malik Traders,"plot No.93, 94 vill-Budhera jahidpur, Meerut",Uttar Pradesh,E-waste recycler/dismantler,365,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Royal Faiz Recycling (P) Ltd,"I-22, I.A.M.G. Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,12000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
3 C Recycler,"F-326, I/A, M. G. Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,3240,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Life E-Recycling (p) Ltd.,"F-435, UPSIDC I/A, M. G. Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Hind Recycler (p) Ltd.,"Plot No.F-203, M.G. Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Hayat Recycler,"F-53,54 I/A, M.G. Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,1728,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
B.R.P. Infotech Private Limited,"F-394, Phase-1, M. G. Road, Industrial Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sky Green Waste Recycling Management,"Khasra No.174, Alipur Jijmana, Meerut, U.P",Uttar Pradesh,E-waste recycler/dismantler,5475,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Swachh Bharat Recycling Company,"Gali No.4, 2083, Saipuram Industrial Area, Delhi Road, Meerut, U.P.",Uttar Pradesh,E-waste recycler/dismantler,4800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Rudra Interprises,"Plot No.A-96, Sector A-4, Tronica City, Loni, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Avgree Recycling Pvt.Ltd.,"KH No.549, Vill-Tiyala, Meerut-Bulandshahar Road, Hapur Bypass, Hapur",Uttar Pradesh,E-waste recycler/dismantler,11000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Faiz Recycling,"G-235, MG Road, Industrial Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,36.67,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Malik Recycling,"25-A, Anand Ind. Estate, Mohan Nagar, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,10000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
U.W.M. Recycling Pvt Ltd.,"Plot No.-F-331, UPSIDC, M.G. road, Ind Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,12,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Safdar E-Recycling Pvt Ltd.,"Plot No.H-69, M.G. road, Ind Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,12000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Horizon Recycling Pvt.Ltd.,"Khasra No.35, Kumarhera, 7th km Dehradun road, Saharanpur, U.P.",Uttar Pradesh,E-waste recycler/dismantler,12000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Golden E Waste Recyclers Pvt. ltd.,"Plot No.-12A, Gagol Road, Behind Sophia School, Udyog Puram, Partapur, Meerut",Uttar Pradesh,E-waste recycler/dismantler,9600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
R.D Recylers,khasara no-46 village-shakharpur Hapur road Meerut,Uttar Pradesh,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Earth Zone Recycling,Plot no-11 pargana-Hazipur Hapur road meerut,Uttar Pradesh,E-waste recycler/dismantler,2400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Making India E-waste recycling management,plot no-50 sector-3 Shatabdi nagar industrial Area meerut,Uttar Pradesh,E-waste recycler/dismantler,1080,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Indian Recycler,Khasra No338 Vill-Wazidpur Kavali Jansath Muzaffarnagar,Uttar Pradesh,E-waste recycler/dismantler,3500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Greentek Reman Pvt Ltd.,"Plot No-B-2/12,Site-B Inds Area Surajpur, Greater Noida",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Clean Waste Management,"Plot No-131, Udhyog kendra Second, Ecotech-3, Greater Noida",Uttar Pradesh,E-waste recycler/dismantler,100,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
El green Recycling Pvt ltd.,"G-33, Sec-63, Noida",Uttar Pradesh,E-waste recycler/dismantler,100,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
AIMS Technologies Pvt Ltd.,"G-256, MG Road Inds area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,1500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Future Web,"48-A, Harthala Inds Area, Kanth Road, Moradabad",Uttar Pradesh,E-waste recycler/dismantler,750,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Buddha Industries,"Behind vision Exports Faridpur Sambhal Road, Moradabad",Uttar Pradesh,E-waste recycler/dismantler,250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Latoori Shah Traders,"Gata No1396, Bhojpur, Dharampur, Moradabad",Uttar Pradesh,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Shoeb Waste solution,"Gata No250, Vill-Fazalpur, Near Hindoli, Chadausi, Sambhal",Uttar Pradesh,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
NR E-Waste Company,"Gata No235,237,245, 250K Vill-Sirsa, Inayatpur, Moradabad",Uttar Pradesh,E-waste recycler/dismantler,750,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Eco Trader,"Plot no.454, Rooma, Kanpur",Uttar Pradesh,E-waste recycler/dismantler,100,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
"Aseries Envirotek India Pvt, Ltd","Plot no. B-10 Industrial area, Salon, Raebareli",Uttar Pradesh,E-waste recycler/dismantler,3600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
ATR Traders Private Limited,"G380, M.G.Road, Industrial Area, Hapur Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,2400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Electronic Waste India,"Vill Khujnawar Chutmalpur, Kalasia Road Teh.-Behat, Saharanpur",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Eco Green India,"Khasra no.-447, Vill-Ghosipur, Hapur Road, Meerut",Uttar Pradesh,E-waste recycler/dismantler,365,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S.D. Recycling Process Industries,"Khasra no.-51, 52, Vill- Shakarpur, Hapur Road, Meerut",Uttar Pradesh,E-waste recycler/dismantler,4800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
HIN Green E-waste Recycling (P) Ltd,"Khasra no.-733,737, Vill.- Baral, Partapur, Meerut",Uttar Pradesh,E-waste recycler/dismantler,12000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
J I Scrap Traders,"Plot no. 418/12, Shastrinagar, Meerut",Uttar Pradesh,E-waste recycler/dismantler,240,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
E Tech Interprises,"Plot no.-E-26, Phase-I/ G322 Phase-II, M.G.Road, Industrial Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,2520,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Habib Trading Company,"Khasra no-28, Village-Alipur, Jijmana, Pargana & Tehsil-Meerut",Uttar Pradesh,E-waste recycler/dismantler,5400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
B.R.P. Infotech Private Limited,"F-381, Phase-I, M.G.Road, Industrial Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Recology Recycling India Pvt. Ltd.,"Khasra no.-69, 70,71, Vill-Piple Kheda, Sargana Sarawa Meerut, Meerut",Uttar Pradesh,E-waste recycler/dismantler,13764,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Bright E-Waste Recycling India,"Village-Ganeshpur, Mawana, Meerut",Uttar Pradesh,E-waste recycler/dismantler,3240,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sheetala Waste Management Project,"Plot no.-D-26, Sikandrabad Indl. Area, Tehsil-Sikandrabad, Bulandshahar",Uttar Pradesh,E-waste recycler/dismantler,3000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Spreco Resource Recyclers,"Khasara no.-235, Vill-Abdulpur, Block- Khekra, Baghpat, Meerut- 250101",Uttar Pradesh,E-waste recycler/dismantler,3000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Hind Recycling Pvt. Ltd.,"G-460, UPSIDC, Industrial Area M.G.Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,960,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Eco Fly E-Waste Recycling Pvt. Ltd.,"Khasara no-26, Piplikhera, Bhamanpur Road, Indl. Area, Meerut",Uttar Pradesh,E-waste recycler/dismantler,7800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Earth E-Recycling,"F-95, UPSIDC, Industrial Area, Gopalpur Sikandrabad, Bulandshahar",Uttar Pradesh,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Waste Tech Recycling Company,"Plot no HD-7, UPSIDC, Industrial Area, Sikandrabad, Bulandshahar",Uttar Pradesh,E-waste recycler/dismantler,1800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
LIMR Recycling Pvt. Ltd.,"G-256, Industrial Area, M.G.Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sky Green Waste Recycling Management,"Khasra No.-51, 53,54,66,20,21, Vill.-Piplikhera, Hapur Road, Indl. Area, Meerut",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
D M Recyclers,"Vill.-Phaphunda, Hapur Road, Meerut",Uttar Pradesh,E-waste recycler/dismantler,750,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Global Green E-Waste Recycling,"Khasra No.-57, Indl. Area, Udhyogpuram, Partapur, Meerut",Uttar Pradesh,E-waste recycler/dismantler,18000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Anshul Machinery Job Works (Unit-II),"Khasra No.-260, Masuri, Dasna, Hapur",Uttar Pradesh,E-waste recycler/dismantler,5000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Shiv Shakti metals (Old Name Surya Metal),"Khasra No.-545, Vill-Phaphrana, S. P. Industrial Area, Modi Nagar, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,963,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Waste PRO Recycling,"Khasra No 35 And 36, Udayrampur, Nangla, Dasna, Tehsil-Dhaulana, Hapur",Uttar Pradesh,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S F Recycling Pvt Ltd,"Plot No. F-4, M.G. Road, Industrial Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,960,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
More Bright E Waste Erecycler P. Ltd.,"C-78, Phase-III, M. G. Road, Indtl Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,4320,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Zone Recycling (P) Ltd.,"Plot No.-H.D.-6, UPSIDC Indl. Area, Sikandrabad, Bulandshahr",Uttar Pradesh,E-waste recycler/dismantler,3000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Earth Recycler,"Plot No. F-557, Industrial Areal, M G Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,720,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
A One E Waste Recycling,"Vill.-Khardoni, Shekhupur, Meerut",Uttar Pradesh,E-waste recycler/dismantler,301.8,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sun E-Waste Recycling Company,"F-163, Industrial Area, Kosi Kotwan, Ext.-1, Kosi Kalan, Mathura",Uttar Pradesh,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ezwaste Recycling,"Khasra No.-38, Vill.-Sardhan, Budhana Road, Khatauli, Muzaffarnagar",Uttar Pradesh,E-waste recycler/dismantler,3000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sri Balaji,"Arazi No.-316/7, Vill.-Kataria, Pargana-Ralhupur, Distt.-Chandauli",Uttar Pradesh,E-waste recycler/dismantler,5000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
A Q Recycling,"Plot No-F-639, UPSIDC, Industrial Area, M. G. Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,864,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Rajdhani Recycling P. Ltd.,"Plot No. F-416, M. G. Road, Indutrial Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,3600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
JSD Enterprises,"J-78, Site-C, Surajpur, Industrial Area, Greater Noida",Uttar Pradesh,E-waste recycler/dismantler,3000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
E-Waste Recyclers India,"Unit-3, Khasra No.-266, 110 KM Mile Stone, Tehsil-Chhata, Mathura",Uttar Pradesh,E-waste recycler/dismantler,4800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
E-Waste Recyclers India,"E-49, UPSIDC Industrial Area, Kosi Kotwan, Mathura",Uttar Pradesh,E-waste recycler/dismantler,1500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
2NDS Computer,"Plot no J-71, J-72, UPSIDC Industrial area, Kosi Kotwan, Mathura",Uttar Pradesh,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sanif Insulation,"Vill-Kakrala, Pargana-Bhokerheri, opp. Sugar Mill Morna, Muzarffarnagar-251316",Uttar Pradesh,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green India E-Waste Recycling,"Khasra no-3, Hapur Road, Vill.-Ruknuddin Urf, Phaphunda, Meerut",Uttar Pradesh,E-waste recycler/dismantler,1440,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ever Green E-Waste Recycling Management,"Vill.-Rampur, Tehsil.-Mahmudabad, Distt.- Sitapur",Uttar Pradesh,E-waste recycler/dismantler,936,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Era Green E-Waste Recycling Pvt. Ltd.,"Khasra no-189/2, Plot No.-B-35/1, Vill.-Kunda, Distt.- Meerut",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
A R Computer Scrap,"Plot No.-7, Pillokhari Road near Falak Palace, Meerut",Uttar Pradesh,E-waste recycler/dismantler,6600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Aksha Recycling & Waste Management Pvt. Ltd.,"Khasra no.-876,1193-1195, 7.5 K.M. Jansath Road, Vill.-Sher Nagar, Muzaffarnagar",Uttar Pradesh,E-waste recycler/dismantler,15000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Khekra Fabrication & Recycle Industries Pvt. Ltd.,"Khasra no.-31, Vill-Udairampur Nagla, UPSIDC Asrea, Mussoorie Gulawati Road, Pargan-Dasna, Tehsil-Dhaulana, Hapur-245301",Uttar Pradesh,E-waste recycler/dismantler,1800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Greenwish E-Waste Recyclers,"F-162, Industrial Area, Kosi Kotwan, Extn.-1, Kosi Kalan, Mathura",Uttar Pradesh,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
GreenLink Recyclers Pvt. Ltd.,"Khasra no.-1641, Dasna, Kushilya Road, Tehsil-Ghaziabad, distt.-Ghaziabad-201009",Uttar Pradesh,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Cynosure Recycling Private Ltd.,"Khasara No.-64, Vill.-Peeplikhera, Pargana-Sarawa, Meerut-250002 U.P.",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Reclaim Enviro Pvt. Ltd.,"E.-506, Industrial Area, M.G. Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,1236,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ecotech Recyclers,"Khasara No.-1049,1050.1051, Vill.-Peeplikhera, Pargana-Sarawa, Meerut",Uttar Pradesh,E-waste recycler/dismantler,4440,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Recyclico Waste Management,"Khasra No169 Green Land Industrial Complex, Gram-Dhakpura Tappa Haweli, Badaun, UP - 243638",Uttar Pradesh,E-waste recycler/dismantler,10500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
WEEE PRO Resource Recovery Solutions Private Limited,"F-39 UPSIDC Industrial area, Gopalpur, Sikandaradbad, Buland shahar-203001",Uttar Pradesh,E-waste recycler/dismantler,1476,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
3R Recycler,"Plot No. A-61/1, UPSIDC Industrial Area, Sikandrabad, Bulandshahar - 203202 Uttar Pradesh",Uttar Pradesh,E-waste recycler/dismantler,6600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Attero Recycling Pvt. ltd.,"Kh. No.117, Raipur Industrial Area, Bhagwanpur",Uttarakhand,E-waste recycler/dismantler,144000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Bharat Oil & Waste Management ltd.,"Mauja Mukimpur, Laksar, Haridwar",Uttarakhand,E-waste recycler/dismantler,325,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Resource E-Waste Solution Pvt.Ltd.,"F-97, Industrial area, Bhadrabad, Haridwar",Uttarakhand,E-waste recycler/dismantler,2343.06,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Anmol Paryavaran Sanrakshan Samiti,"Daulatpur Hazaratpur urf, Budhwasahid, Daulatpur",Uttarakhand,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Starto Metal Recycle plant,"Kh. No-314 Kh, village -Mehvar Khurd, Roorkee",Uttarakhand,E-waste recycler/dismantler,1000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Nayak Enterprises,"Village Dhakia, No. 1, Post Kundeshwari, Tehsil Kashipur, District Udham Singh Nagar, Kashipur, Uttrakhand, 244713",Uttarakhand,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Root Recycling,"Khasra NO. 911, Village Padli Gurjar, Roorkee, Haridwar",Uttarakhand,E-waste recycler/dismantler,2880,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Asha Enterprises,"Khasra No. 438/1, Rawli Mehdood, Hpase-2, Gangotri Enclave, Haridwar",Uttarakhand,E-waste recycler/dismantler,120,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
J.S. Pigments Pvt. ltd,"Vill.+ P.O.-Jarua, P.S.-Polba, Hoogly-712138",West Bengal,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Lubrina Recycling Pvt. ltd.,"P.O. Bakrahat, P.S. Bishnupur, Distt.-24 Pgs(S), Pin-743377",West Bengal,E-waste recycler/dismantler,1080,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
P. U. Steel and Electro Process pvt. Ltd.,"Ruiya Industrial complex P.O. Patuliar PS-Khadar Distt. 24, PGS (N), West Bengal - 750119",West Bengal,E-waste recycler/dismantler,180,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Old N Furniture,"323, K.P. Mondal Road, PO & PS Budge Budge, Dist-24 PGS(S), Pin-700137",West Bengal,E-waste recycler/dismantler,180,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Bhanu Metal Industries,"Vill. Khamar, P.O.-Rajarhat, P.S.-Rajarhat, Dist. 24, PGS (N)-700135",West Bengal,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
